,code,caption,description,additionalInfo,tags,workspaceCode,dataType,index,operation,hidden,links
85,L3_KOG_AETI_M,"Actual EvapoTranspiration and Interception (Koga, Ethiopia - Monthly)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given month.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Koga, Ethiopia', 'spatialReferenceSystem': 'EPSG:32637 - WGS 84 / UTM zone 37N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Monthly', 'nearRealTime': 'New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.', 'methodology': 'See ETIa by dekad for further information. The monthly total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each month.'}","[{'name': 'L3', 'index': 47, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 19, 'context': 'CATEGORIES_LIST'}, {'name': 'KOG', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30047,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_KOG_AETI_M'}]"
86,L3_LAK_AETI_M,"Actual EvapoTranspiration and Interception (Lower Akagera, Rwanda - Monthly)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given month.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Lower Akagera, Rwanda', 'spatialReferenceSystem': 'EPSG:32736 - WGS 84 / UTM zone 36S', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Monthly', 'methodology': 'See ETIa by dekad for further information. The monthly total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each month.'}","[{'name': 'L3', 'index': 48, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 20, 'context': 'CATEGORIES_LIST'}, {'name': 'LAK', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30048,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_LAK_AETI_M'}]"
87,L3_LAM_AETI_M,"Actual EvapoTranspiration and Interception (Lamego, Mozambique - Monthly)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given month.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Lamego, Mozambique', 'spatialReferenceSystem': 'EPSG:32736 - WGS 84 / UTM zone 36S', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Monthly', 'methodology': 'See ETIa by dekad for further information. The monthly total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each month.'}","[{'name': 'L3', 'index': 49, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 21, 'context': 'CATEGORIES_LIST'}, {'name': 'LAM', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30049,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_LAM_AETI_M'}]"
88,L3_MAL_AETI_M,"Actual EvapoTranspiration and Interception (Malwathu Oya West Sub Catchment, Sri Lanka - Monthly)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given month.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Malwathu Oya West Sub Catchment, Sri Lanka', 'spatialReferenceSystem': 'EPSG:32644 - WGS 84 / UTM zone 44N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Monthly', 'methodology': 'See ETIa by dekad for further information. The monthly total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each month.'}","[{'name': 'L3', 'index': 50, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 22, 'context': 'CATEGORIES_LIST'}, {'name': 'MAL', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30050,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_MAL_AETI_M'}]"
89,L3_MUV_AETI_M,"Actual EvapoTranspiration and Interception (Muvumba catchment, Rwanda - Monthly)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given month.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Muvumba catchment, Rwanda', 'spatialReferenceSystem': 'EPSG:32736 - WGS 84 / UTM zone 36S', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Monthly', 'methodology': 'See ETIa by dekad for further information. The monthly total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each month.'}","[{'name': 'L3', 'index': 51, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 23, 'context': 'CATEGORIES_LIST'}, {'name': 'MUV', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30051,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_MUV_AETI_M'}]"
90,L3_ODN_AETI_M,"Actual EvapoTranspiration and Interception (Office du Niger, Mali - Monthly)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given month.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Office du Niger, Mali', 'spatialReferenceSystem': 'EPSG:32630 - WGS 84 / UTM zone 30N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Monthly', 'nearRealTime': 'New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.', 'methodology': 'See ETIa by dekad for further information. The monthly total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each month.'}","[{'name': 'L3', 'index': 52, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 24, 'context': 'CATEGORIES_LIST'}, {'name': 'ODN', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30052,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_ODN_AETI_M'}]"
91,L3_SED_AETI_M,"Actual EvapoTranspiration and Interception (Senegal Delta, Senegal - Monthly)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given month.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Senegal Delta, Senegal', 'spatialReferenceSystem': 'EPSG:32628 - WGS 84 / UTM zone 28N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Monthly', 'methodology': 'See ETIa by dekad for further information. The monthly total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each month.'}","[{'name': 'L3', 'index': 54, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 26, 'context': 'CATEGORIES_LIST'}, {'name': 'SED', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30054,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_SED_AETI_M'}]"
92,L3_YAN_AETI_M,"Actual EvapoTranspiration and Interception (Yanze catchment, Rwanda - Monthly)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given month.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Yanze catchment, Rwanda', 'spatialReferenceSystem': 'EPSG:32736 - WGS 84 / UTM zone 36S', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Monthly', 'methodology': 'See ETIa by dekad for further information. The monthly total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each month.'}","[{'name': 'L3', 'index': 55, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 27, 'context': 'CATEGORIES_LIST'}, {'name': 'YAN', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30055,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_YAN_AETI_M'}]"
93,L3_ZAN_AETI_M,"Actual EvapoTranspiration and Interception (Zankalon, Egypt - Monthly)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given month.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Zankalon, Egypt', 'spatialReferenceSystem': 'EPSG:32636 - WGS 84 / UTM zone 36N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Monthly', 'nearRealTime': 'New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.', 'methodology': 'See ETIa by dekad for further information. The monthly total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each month.'}","[{'name': 'L3', 'index': 56, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 28, 'context': 'CATEGORIES_LIST'}, {'name': 'ZAN', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30056,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_ZAN_AETI_M'}]"
94,L3_AWA_AETI_D,"Actual EvapoTranspiration and Interception (Awash, Ethiopia - Dekadal)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Awash, Ethiopia', 'spatialReferenceSystem': 'EPSG:32637 - WGS 84 / UTM zone 37N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Dekadal (approximately every 10 days)', 'nearRealTime': 'New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.', 'methodology': 'The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.'}","[{'name': 'L3', 'index': 57, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 29, 'context': 'CATEGORIES_LIST'}, {'name': 'AWA', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30057,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_AWA_AETI_D'}]"
95,L3_BKA_AETI_D,"Actual EvapoTranspiration and Interception (Bekaa, Lebanon - Dekadal)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Bekaa, Lebanon', 'spatialReferenceSystem': 'EPSG:32636 - WGS 84 / UTM zone 36N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Dekadal (approximately every 10 days)', 'nearRealTime': 'New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.', 'methodology': 'The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.'}","[{'name': 'L3', 'index': 58, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 30, 'context': 'CATEGORIES_LIST'}, {'name': 'BKA', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30058,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_BKA_AETI_D'}]"
96,L3_BUS_AETI_D,"Actual EvapoTranspiration and Interception (Busia, Kenya - Dekadal)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Busia, Kenya', 'spatialReferenceSystem': 'EPSG:32636 - WGS 84 / UTM zone 36N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Dekadal (approximately every 10 days)', 'methodology': 'The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.'}","[{'name': 'L3', 'index': 59, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 31, 'context': 'CATEGORIES_LIST'}, {'name': 'BUS', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30059,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_BUS_AETI_D'}]"
97,L3_GEZ_AETI_D,"Actual EvapoTranspiration and Interception (Gezira, Sudan - Dekadal)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Gezira, Sudan', 'spatialReferenceSystem': 'EPSG:32636 - WGS 84 / UTM zone 36N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Dekadal (approximately every 10 days)', 'methodology': 'The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.'}","[{'name': 'L3', 'index': 60, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 32, 'context': 'CATEGORIES_LIST'}, {'name': 'GEZ', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30060,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_GEZ_AETI_D'}]"
98,L3_KOG_AETI_D,"Actual EvapoTranspiration and Interception (Koga, Ethiopia - Dekadal)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Koga, Ethiopia', 'spatialReferenceSystem': 'EPSG:32637 - WGS 84 / UTM zone 37N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Dekadal (approximately every 10 days)', 'nearRealTime': 'New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.', 'methodology': 'The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.'}","[{'name': 'L3', 'index': 61, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 33, 'context': 'CATEGORIES_LIST'}, {'name': 'KOG', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30061,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_KOG_AETI_D'}]"
99,L3_LAK_AETI_D,"Actual EvapoTranspiration and Interception (Lower Akagera, Rwanda - Dekadal)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Lower Akagera, Rwanda', 'spatialReferenceSystem': 'EPSG:32736 - WGS 84 / UTM zone 36S', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Dekadal (approximately every 10 days)', 'methodology': 'The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.'}","[{'name': 'L3', 'index': 62, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 34, 'context': 'CATEGORIES_LIST'}, {'name': 'LAK', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30062,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_LAK_AETI_D'}]"
100,L3_LAM_AETI_D,"Actual EvapoTranspiration and Interception (Lamego, Mozambique - Dekadal)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Lamego, Mozambique', 'spatialReferenceSystem': 'EPSG:32736 - WGS 84 / UTM zone 36S', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Dekadal (approximately every 10 days)', 'methodology': 'The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.'}","[{'name': 'L3', 'index': 63, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 35, 'context': 'CATEGORIES_LIST'}, {'name': 'LAM', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30063,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_LAM_AETI_D'}]"
101,L3_MAL_AETI_D,"Actual EvapoTranspiration and Interception (Malwathu Oya West Sub Catchment, Sri Lanka - Dekadal)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Malwathu Oya West Sub Catchment, Sri Lanka', 'spatialReferenceSystem': 'EPSG:32644 - WGS 84 / UTM zone 44N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Dekadal (approximately every 10 days)', 'methodology': 'The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.'}","[{'name': 'L3', 'index': 64, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 36, 'context': 'CATEGORIES_LIST'}, {'name': 'MAL', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30064,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_MAL_AETI_D'}]"
102,L3_MUV_AETI_D,"Actual EvapoTranspiration and Interception (Muvumba catchment, Rwanda - Dekadal)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Muvumba catchment, Rwanda', 'spatialReferenceSystem': 'EPSG:32736 - WGS 84 / UTM zone 36S', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Dekadal (approximately every 10 days)', 'methodology': 'The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.'}","[{'name': 'L3', 'index': 65, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 37, 'context': 'CATEGORIES_LIST'}, {'name': 'MUV', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30065,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_MUV_AETI_D'}]"
103,L3_ODN_AETI_D,"Actual EvapoTranspiration and Interception (Office du Niger, Mali - Dekadal)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Office du Niger, Mali', 'spatialReferenceSystem': 'EPSG:32630 - WGS 84 / UTM zone 30N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Dekadal (approximately every 10 days)', 'methodology': 'The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.'}","[{'name': 'L3', 'index': 66, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 38, 'context': 'CATEGORIES_LIST'}, {'name': 'ODN', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30066,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_ODN_AETI_D'}]"
